Site Name,Trinomial,Assay No.,Provenience (if known),Feature Type,Material,Taxa dated,Human,DatesUse,Error,Corrected/Raw,Corrected/Normalized 14C age, Corrected/Normalized Age,Delta 13C,Delta 13C source,Raw/Measured Age, Raw/Measured Age,AMS or Radiometric,Comments,Reference,pdf,Region
,41BX1902,D-AMS 008152,"Fea 44, N1009.48 E954.84",,assume C3,,No,3848,26,Corrected,3848,26,-28.3,,3821,,,,,,CTx
,41CV1235,BETA-102132,"Unit #2, Feature #1, Depth 70-76cm",BRMI,CHARCOAL,,No,3850,50,Corrected,3850,50,-25,estimated,,,AMS,,Fort Hood Database,,CTx
"Area II-C, Site TK-1",41BX1628,Beta-219923,Test Unit 5 or 6 below Burial 1,,charred material,,No,3850,50,Corrected,3850,50,-25.7,,3860,,,,,,CTx
Pavo Real,41BX52,Beta-154411,N11 E4 Feature 4B,,live oak wood,,No,3850,40,Corrected,3850,40,-25.3,,3850,,,,,,CTx
,41BX254,D-AMS 008344,Fea 35,,assume C3,,No,3853,27,Corrected,3853,27,-24.8,,3855,,,,,,CTx
Spring Lake site,41HY160,UCIAMS-87172,,,,,,3855,15,Corrected,3855,15,,,,,AMS,,"Lohse, J. Stephen Black, Laly Cholak, 2014. Toward an improved Archaic Radiocarbon Chronology for Central Texas. Bulletin of the Texas Archaeological Society 85",Lohse 2014a,CTx
"Charles, Steve, and Lenny go boatinig",41BX2115,D-AMS 013251,River trip,,charred material,,No,3857,25,Corrected,3857,25,-14.5,,3943,,,,,,CTx
,41HY165,UCIAMS-84284,"Unit 8, Level 20, Quad NW, Depth 130-135 or 190-200 cm",,hardwood,,No,3860,20,Corrected,3860,20,,,,,AMS,Field number 165-310-8,"Garber, J. Carol Leezer 2013. Prehistoric life along the banks of spring lake: Results and analysis of the Southwest Texas State Field schools (1996-1998) at 41 HY165, San Marcos, Hays County, Texas. Archaeological Studies report No 13",Garber 2013,CTx
Bering Sinkhole,41KR241,D-AMS 031556,"Zone II, Unit E, Level 28, Lot 279",,Bone Collagen,Homo sp,Yes,3862,34,Corrected,3862,34,,,,,AMS,,Mauldin database,,CTx
Spring Lake site,41HY160,UCIAMS-87173,,,,,No,3865,15,Corrected,3865,15,,,,,AMS,,"Lohse, J. Stephen Black, Laly Cholak, 2014. Toward an improved Archaic Radiocarbon Chronology for Central Texas. Bulletin of the Texas Archaeological Society 85",Lohse 2014a,CTx
,41BX793,SMU-2327,Hearth above the arroyo,,charcoal,,No,3880,50,Corrected,3880,50,,,0,,,,,,CTx
Olmos,41BX1,TX-2927,"Zone 1, Trench 5 Westwall, 90cm deep",,charcoal,,No,3885,70,Corrected,3885,70,,,3560,,,,,,CTx
Hitzfelder Cave,41BX26,D-AMS-1206-098,,,bone collagen,,Yes,3885,38,Corrected,3885,38,-17.5,,3852,,,,,,CTx
,41CV403,BETA-83352,"Unit #2, Feature #2, Depth 90-100cm",HEARTH,CHARCOAL,JUNIPER,No,3890,40,Corrected,3890,40,-25.1,measured,,,,,Fort Hood Database,,CTx
Granberg,41BX17,Beta-215735,Backhoe Trench 9 Feature 109,,charred material,,No,3890,50,Corrected,3890,50,-25.3,,3890,,,,,,CTx
Buttermilk Creek,41BL323,A-9565,,Hearth,Charcoal,,No,3895,150,Corrected,3895,150,,,,,,,CARD March 2020 Database,,CTx
Varga ,41ED28,UGA-12719,"Blk. A, Unit N106/E53, 50-60 cm",,1/2 Deer bone,,No,3910,40,Corrected,3910,40,-21.2,measured,3850,40,,,"Quigg, J. Michael, et al., 2008. The Varga Site: A Multicomponent, Stratified Campsite in the Canyonlands of Edwards County, Texas. TRC Enviromental Corporation, Austin, Texas. Technical Report No. 35319. ",Quigg 2008.pdf,CTx
Slippery Slope ,41MS69,Beta-370497,"Feature 1, Unit 5 Ext, 151-154 cmbs",Oven,Ashy Sediment,,No,3910,40,Corrected,3910,40,-23.8,measured,3890,40,AMS,Geoarcheological testing. ,"Quigg, J. Michael, et al., 2015. Eligibility Assessment of the Slippery Slope Site (41MS69) in TxDOT Right-of-Way in Mason County, Texas. TRC Enviromental Corporation, TRC Technical Report Nos. 43252 (106895) and 211462. ",Quigg 2015-2.pdf,CTx
,41CV1048,BETA-102110,"Unit #2, Feature #1, Depth 50-60cm",BRMI,CHARCOAL,,No,3920,50,Corrected,3920,50,-27.5,measured,,,AMS,,Fort Hood Database,,CTx
Culebra Creek,41BX126,NSRL-3564,"Backhoe Trench O, Feature 1.5",,wood charcoal,,No,3920,60,Corrected,3920,60,-25.7,,3920,,,,,,CTx
Culebra Creek,41BX126,NSRL-3565,"Backhoe Trench G, Feature 1.6",,wood charcoal,,No,3920,60,Corrected,3920,60,-26.5,,3900,,,,,,CTx
,41CV481,BETA-83425,"Unit #1, Feature #2, Depth 210-220cm",BRMI,CHARCOAL,,No,3940,220,Corrected,3940,220,-26.2,measured,,,,,Fort Hood Database,,CTx
Spring Lake site,41HY160,Beta-9500,"Unit 13, Depth 90-100, adjusted depth 95",,Charcoal,,No,3940,110,Corrected,3940,110,,,,,AMS,,"Haefner, J. 2011. Subsistence, technology, and site use through time at 41HY160, the Tee box six locale. Master's thesis at Texas State University-San Marcos.",Haefner 2011,CTx
Pavo Real,41BX52,Beta-154408,N17 W3 Level 5,,live oak wood,,No,3940,40,Corrected,3940,40,-24.6,,3930,,,,,,CTx
,41CV99,BETA-84200,"Unit #1, Feature #2, Depth 110-120cm",BRMI,BONE,OAK,No,3950,50,Corrected,3950,50,-18.6,measured,,,,,Fort Hood Database,,CTx
,41CV99,BETA-83345,"Unit #2, Feature #3, Depth 130-140cm",BRMI,CHARCOAL,,No,3960,60,Corrected,3960,60,-27,measured,,,,,Fort Hood Database,,CTx
Brackenridge Park Paddle Boats,41BX323,Beta-127000,"Area A, Unit 2, Level 5",,charred material,,No,3960,80,Corrected,3960,80,-25,,3960,,,,,,CTx
Hitzfelder Cave,41BX26,D-AMS-1206-113,,,bone collagen,,Yes,3967,36,Corrected,3967,36,-17.45,,3990,,,,,,CTx
Hitzfelder Cave,41BX26,D-AMS-1206-094,,,bone collagen,,Yes,3975,36,Corrected,3975,36,-16.9,,3964,,,,,,CTx
Landa Park Golf Course,41CM167,Beta 211090,Auger Probe 1 at 96.85-96.60 m (305--330 cm below surface),,Charred Wood,,No,3980,40,Corrected,3980,40,-24.2,measured,3970,40,AMS,,"2006, Dockall, John E. et al; Geoarcheological and Historical Investigations in the Comal Springs Area, LCRA Clear Springs Autotransformer Project, Comal County, Texas. ",Dockall 2006.pdf,CTx
,41BX256,Beta-259376,Unit 12 Feature 6,,charred material,,No,3990,40,Corrected,3990,40,-24.4,,3980,,,,,,CTx
Hitzfelder Cave,41BX26,D-AMS-1206-100,,,bone collagen,,Yes,4000,37,Corrected,4000,37,-17.5,,3977,,,,,,CTx
Bering Sinkhole,41KR241,D-AMS 031559,"Zone II, Unit D, Level 30, Lot 113",,Bone Collagen,Homo sp,Yes,4002,30,Corrected,4002,30,,,,,AMS,,Mauldin database,,CTx
Cibolo Crossing,41BX377,Beta-126372,N1014 E993 (98.27m),,charred material,,No,4002,50,Corrected,4002,50,-25.5,,4010,,,,,,CTx
,41BX1902,D-AMS 009162,Fea 44,,assume C3,,No,4012,22,Corrected,4012,22,-25.7,,4006,,,,,,CTx
,41BX256,Beta-306188,Unit 101 Level 4 (90-100cmbs) Feature 9,,charred material,,No,4020,30,Corrected,4020,30,-26.2,,4040,,,,,,CTx
,41CV117,BETA-83524,"Unit #4, Feature #1, Depth 60-70cm",BRMI,CHARCOAL,,No,4040,50,Corrected,4040,50,-28.5,measured,,,,,Fort Hood Database,,CTx
,41BX254,Beta-260890,"Unit 40 Feature 20, 57cmbs",,charred material,,No,4040,40,Corrected,4040,40,-22.5,,4000,,,,,,CTx
Hawes,41WM56,UGa-2485,"Level 7, Area C",,charcoal,,No,4044,143,Corrected,4044,143,,,3615,60,Radiometric,,"Kelly Pertulla database, CARD.  Hays 1982, Arch Inves. At the San Gabriel Reservoir districts�",,CTx
Culebra Creek,41BX126,NSRL-3523,"Unit 8, Level 5, Feature 1.2/1.3",,wood charcoal,,No,4050,50,Corrected,4050,50,-25,,4050,,,,,,CTx
Brackenridge Park Paddle Boats,41BX323,Beta-127004,"Area E, Unit 2, Level 8",,charred material,,No,4050,60,Corrected,4050,60,-25.1,,4050,,,,,,CTx
Smith,41UV132,Beta-159045,"Feature 14, N105 W112, Level 10, Hearth", ,Charcoal, ,No,4060,40,Raw,0,0,0, ,4060,40,Radiometric,Corrected age only given as: 4800-4770 BP,"Kelly Pertulla database, CARD.  2003, Bulletin of the Texas Archeological Society, Volume 74, Texas Archeological Society at Austin", ,CTx
Smith Site,41UV132,Tx-159045,"Feature 14, N105 W112, Level 10",Hearth,Charcoal, ,No,4060,40,Raw,0,0,0, ,4060,40, ,Corrected age only given as: 4800-4770 BP,"2003, Bulletin of the Texas Archeological Society, Volume 74, Texas Archeological Society at Austin",Texas Archeological Society 2003,CTx
Bering Sinkhole,41KR241,D-AMS 035507,"Zone II, Unit C, Level 27, Lot 132",,Bone Collagen,Homo sp,Yes,4065,36,Corrected,4065,36,,,,,AMS,,Mauldin database,,CTx
,41CV905,BETA-83355,"Unit #5, Depth 100-110cm",,CHARCOAL,,No,4070,40,Corrected,4070,40,-26.5,measured,,,,,Fort Hood Database,,CTx
Smith,41UV132,Beta-159046,"Feature 23, N107 W99, Levels 9-10, Burned Rock Midden", ,Charcoal, ,No,4080,40,Raw,0,0,0, ,4080,40,Radiometric,Corrected age not given,"Kelly Pertulla database, CARD.  2003, Bulletin of the Texas Archeological Society, Volume 74, Texas Archeological Society at Austin", ,CTx
Smith Site,41UV132,Tx-159046,"Feature 23, N107 W99, Levels 9-10",Burned Rock Midden,Charcoal, ,No,4080,40,Raw,0,0,0, ,4080,40, ,Corrected age not given,"2003, Bulletin of the Texas Archeological Society, Volume 74, Texas Archeological Society at Austin",Texas Archeological Society 2003,CTx
,41BX254,Beta-260886,"Unit 9 Feature 29, 42cmbs",,charred material,,No,4080,40,Corrected,4080,40,-23.4,,4050,,,,,,CTx
Brackenridge Park Paddle Boats,41BX323,Beta-127001,"Area A, Unit 9, Level 5",,charred material,,No,4090,70,Corrected,4090,70,-25,,4090,,,,,,CTx
,41BX254,D-AMS 009156,Fea 30,,assume C3,,No,4093,22,Corrected,4093,22,-20,,4134,,,,,,CTx
,41BX254,D-AMS 009148,Fea 9,,assume C3,,No,4094,23,Corrected,4094,23,-17.8,,4153,,,,,,CTx
,41CV594,BETA-64232,"Unit #2, Feature #2, Depth 50-60cm",BRMO,CHARCOAL,,No,4100,70,Corrected,4100,70,-26.9,measured,4130,70,AMS,,Fort Hood Database,,CTx
,41BX254,Beta-260885,Block 1 Unit 2 Feature 19,,charred material,,No,4100,40,Corrected,4100,40,-23.9,,4080,,,,,,CTx
Bering Sinkhole,41KR241,D-AMS 031570,"Zone II, Unit L, Level 14, Lot 431 (Formerly HO 3660)",,Bone Collagen,Homo sp,Yes,4102,33,Corrected,4102,33,,,,,AMS,,Mauldin database,,CTx
,41CV1206,BETA-102122,"Unit #1, Feature #2, Depth 193cm",HEARTH,CHARCOAL,,No,4110,50,Corrected,4110,50,-27.7,measured,,,AMS,,Fort Hood Database,,CTx
,41CV1206,BETA-102123,"Unit #1, Feature #3, Depth 201-203cm",HEARTH,CHARCOAL,,No,4120,50,Corrected,4120,50,-25,estimated,,,AMS,,Fort Hood Database,,CTx
,41CV1235,BETA-102133,"Unit #1, Feature #5, Depth 79-90cm",OCCUPATION ZONE,CHARCOAL,,No,4120,50,Corrected,4120,50,-24.2,measured,,,AMS,,Fort Hood Database,,CTx
,41MS99,Beta-417726,Feature 28,,Charcoal,,No,4120,30,Corrected,4120,30,,,,,AMS,,,,CTx
,41BX254,Beta-219928,BHT 2 wall,,charred material,,No,4120,50,Corrected,4120,50,-24.9,,4120,,,,,,CTx
,41BX256,Beta-304611,Unit 101 Level 1 (60-70cmbs) Feature 9,,charred material,,No,4120,30,Corrected,4120,30,-26,,4140,,,,,,CTx
,41BX254,D-AMS 008341,"Fea 13, N993.17 E1012.12",,assume C3,,No,4127,32,Corrected,4127,32,-25.8,,4120,,,,,,CTx
Granberg,41BX17,Beta-215740,Unit 5 Level 13 (126 cmbd),,charred material,,No,4130,40,Corrected,4130,40,-26.3,,4150,,,,,,CTx
,41BX254,Beta-219930,Unit 10 Feature 6,,charred material,,No,4130,50,Corrected,4130,50,-23,,4100,,,,,,CTx
Richard Beene,41BX831,Beta-43330,"Upper Block A, 157.5m (2.5mbs)",,charcoal,,No,4135,70,Corrected,4135,70,-24.5,,0,,,,,,CTx
,41CV1122,BETA-102118,"Unit #1, Feature #5, Depth 80-90cm",BR CONCENTRATION,CHARCOAL,,No,4140,50,Corrected,4140,50,-11.5,measured,,,AMS,,Fort Hood Database,,CTx
Spring Lake site,41HY160,UCIAMS-87174,,,,,No,4140,15,Corrected,4140,15,,,,,AMS,,"Lohse, J. Stephen Black, Laly Cholak, 2014. Toward an improved Archaic Radiocarbon Chronology for Central Texas. Bulletin of the Texas Archaeological Society 85",Lohse 2014a,CTx
Panther Springs Creek,41BX228,Beta-72598,"Strat 28-3, Zone I",,wood charcoal,,No,4140,70,Corrected,4140,70,-22.7,,4100,,,,,,CTx
Panther Springs Creek,41BX228,Beta-72600,"Strat 30-2, Zone IIA/B",,wood charcoal,,No,4140,70,Corrected,4140,70,-24.3,,4130,,,,,,CTx
,41BX254,Beta-260891,Unit 40 Feature 24,,charred material,,No,4150,40,Corrected,4150,40,-24,,4130,,,,,,CTx
,41CV413,BETA-138811,"Unit #1, Feature #7, Depth 93cm",OCCUPATION ZONE,CHARCOAL,,No,4180,50,Corrected,4180,50,-25.3,measured,,,AMS,,Fort Hood Database,,CTx
,41CV389,BETA-83350,"Unit #2, Feature #3, Depth 150-160cm",BR BASIN SHAPED HEARTH,CHARCOAL,UNIDENTIFIED ,No,4190,60,Corrected,4190,60,-29,measured,,,,,Fort Hood Database,,CTx
Panther Springs Creek,41BX228,Beta-72601,"Strat 30-3, Zone IIA/B",,wood charcoal,,No,4190,60,Corrected,4190,60,-24.3,,4180,,,,,,CTx
,41CV1027,BETA-64233,"Unit #1, Feature #1, Depth 30-40cm",BRMO,CHARCOAL,,No,4200,80,Corrected,4200,80,-25.9,measured,4210,80,AMS,,Fort Hood Database,,CTx
Spring Lake,41HY160,PRI-10-88-86.4,Unit 12,,Charcoal,Quercus,No,4205,20,Corrected,4205,20,-29.3,measured,,,AMS,,CARD March 2020 Database,,CTx
Brackenridge Park Paddle Boats,41BX323,Beta-127002,"Area B, Unit 2, Level 10",,charred material,,No,4210,70,Corrected,4210,70,-24.7,,4210,,,,,,CTx
Hawes,41WM56,UGa-2473,Feature 14b,,charcoal,,No,4224,130,Corrected,4224,130,,,3750,90,Radiometric,,"Kelly Pertulla database, CARD.  Hays 1982, Arch Inves. At the San Gabriel Reservoir districts�",,CTx
Varga ,41ED28,UGA-12705,"Fea. 37, Blk. A, Unit N99/E53, 78-80 cm",,16 Charcoal,,No,4260,40,Corrected,4260,40,-23.4,measured,4230,40,,,"Quigg, J. Michael, et al., 2008. The Varga Site: A Multicomponent, Stratified Campsite in the Canyonlands of Edwards County, Texas. TRC Enviromental Corporation, Austin, Texas. Technical Report No. 35319. ",Quigg 2008.pdf,CTx
"Charles, Steve, and Lenny go boatinig",41BX2114,D-AMS 013245,River trip,,charred material,,No,4277,29,Corrected,4277,29,-23.8,,4277,,,,,,CTx
,41CV413,BETA-163126,"Unit #19, Feature #2, Depth 99.30 - 99.25cm",BRMI,CHARCOAL,OAK,No,4280,40,Corrected,4280,40,-26.2,measured,,,,,Fort Hood Database,,CTx
the Woodrow Heard Site,41UV88,CAMS-9061,"Area C, S78/W10, Level 14", ,Charcoal,Walnut nut,No,4280,80,Corrected,4280,80,-26.8,measured,0,0,AMS,Raw age not given.,"Decker, Susan, Black, Stephen L., Gustavson, Thomas, 2000, The Woodrow Heard Site, 41UV88 A Holocene Terrace Site in the Western Balcones Canyonlands of Southwestern Texas, Studies in Archeology 33, Texas Archeological Research Laboratory, The University",Decker 2000,CTx
,41BX256,Beta-304610,Unit 38 Level 3 (70-80cmbs) Feature 4,,charred material,,No,4290,30,Corrected,4290,30,-26.6,,4320,,,,,,CTx
Spring Lake,41HY160,PRI-10-88-57.6,Unit 10,,Charcoal,Quercus,No,4295,20,Corrected,4295,20,-25.5,measured,,,AMS,,CARD March 2020 Database,,CTx
,41BX254,D-AMS 008340,"Fea 1, N997.62 E1016.36",,assume C3,,No,4299,28,Corrected,4299,28,-24.5,,4303,,,,,,CTx
Spring Lake site,41HY160,UGAMS-6833,"Unit 1, Depth 185-205 cm, Adjusted depth 195",,Charcoal,,No,4310,30,Corrected,4310,30,,,,,AMS,,"Haefner, J. 2011. Subsistence, technology, and site use through time at 41HY160, the Tee box six locale. Master's thesis at Texas State University-San Marcos.",Haefner 2011,CTx
,41CV413,BETA-163123,"Unit #19, Feature #16, Depth 99.15 - 99.10cm",BR CONCENTRATION,CHARCOAL,UNIDENTIFIED,No,4320,40,Corrected,4320,40,-24.8,measured,,,,,Fort Hood Database,,CTx
Spring Lake site,41HY160,SR-6102,"Test Unit 4, Level 17, 170-180 cm",Burned rock hearth,Charcoal,,No,4325,45,Corrected,4325,45,,,,,AMS,CAMS-85782,"2010 Bousman B. Archaeological Testing at San Marcos Springs (41HY160) for the Texas River Center, Hays County Texas Archaeological studies Report No. 13. CAR Texas State University-San Marcos",Bousman 2010,CTx
Royal Coachman,41CM111,Beta-166720,"BHT2, 56cm",Burned Rock Feature,,,No,4340,70,Corrected,4340,70,-25.1,measured,4350,70,Radiometric,Sample BHT2-1,"2003, Mahoney, Richard B.; Royal Coachman (41CM111) AN Early Middle Archaic Site along Cordove Creek in Comal County",Mahoney 2003.pdf,CTx
,41BX256,Beta-260896,Unit 1 Feature 4,,charred material,,No,4340,40,Corrected,4340,40,-25.9,,4350,,,,,,CTx
Cibolo Crossing,41BX377,Beta-126367,N1012 E991 (99.57m) Feature 19,,charred material,,No,4345,80,Corrected,4345,80,-26.5,,4370,,,,,,CTx
,41CV594,BETA-64231,"Unit #2, Feature #2, Depth 30-40cm",BRMO,CHARCOAL,,No,4350,60,Corrected,4350,60,-26.7,measured,4380,60,AMS,,Fort Hood Database,,CTx
,41BX256,Beta-219932,Unit 4 or 6 Feature 4,,charred material,,No,4350,50,Corrected,4350,50,-26.3,,4370,,,,,,CTx
,41BX254,D-AMS 008339,"Fea 1, N997.62 E1016.36",,assume C3,,No,4359,27,Corrected,4359,27,-22.4,,4380,,,,,,CTx
,41CV1027,BETA-64236,"Unit #2, Feature #1, Depth 30-40cm",BRMO,CHARCOAL,,No,4360,80,Corrected,4360,80,-25.5,measured,4370,80,AMS,,Fort Hood Database,,CTx
,41BX256,Beta-304612,Unit 106 Level 3 Feature 15,,charred material,,No,4360,30,Corrected,4360,30,-24.1,,4350,,,,,,CTx
,41BX47,Beta-82228,Feature 48,,charcoal,,No,4362,50,Corrected,4362,50,-26.7,,4390,,,,,,CTx
,41CV1027,BETA-64234,"Unit #1, Feature #1, Depth 30-40cm",BRMO,CHARCOAL,,No,4370,70,Corrected,4370,70,-25.7,measured,4380,70,AMS,,Fort Hood Database,,CTx
Cibolo Crossing,41BX377,Beta-126364,N1013 E993 (99.80-99.70m) Feature 19,,charred material,,No,4372,60,Corrected,4372,60,-26.7,,4400,,,,,,CTx
Richard Beene,41BX831,AA-20401,"Block U, 156.71-156.61m, (ca 3.43mbs)",,charcoal,,No,4380,100,Corrected,4380,100,NA,,0,,,,,,CTx
the Woodrow Heard Site,41UV88,CAMS-9059,"Area B, Feature 28", ,Charcoal,Live oak wood type,No,4400,60,Corrected,4400,60,-25,estimated,0,0,AMS,Delta 13C is assumed. Raw age not given.,"Decker, Susan, Black, Stephen L., Gustavson, Thomas, 2000, The Woodrow Heard Site, 41UV88 A Holocene Terrace Site in the Western Balcones Canyonlands of Southwestern Texas, Studies in Archeology 33, Texas Archeological Research Laboratory, The University",Decker 2000,CTx
Cibolo Crossing,41BX377,Beta-126362,N1011 E992 (99.80-99.70m) Feature 19,,charred material,,No,4400,50,Corrected,4400,50,-26.2,,4420,,,,,,CTx
"Charles, Steve, and Lenny go boatinig",41BX2114,D-AMS 013255,River trip,,charred material,,No,4408,26,Corrected,4408,26,-26.2,,4398,,,,,,CTx
,41BX256,Beta-304609,Unit GMI 4 Level 3 (80-90cmbs) Feature 4/14,,charred material,,No,4420,30,Corrected,4420,30,-25.9,,4430,,,,,,CTx
Bering Sinkhole,41KR241,D-AMS 031571,Burial unprovenienced from backhoe dumps and Mr. Bering,,Bone Collagen,Homo sp,Yes,4429,31,Corrected,4429,31,,,,,AMS,,Mauldin database,,CTx
,41CV389,BETA-83351,"Unit #2, Feature #5, Depth 190-200cm",BR BASIN SHAPED HEARTH,CHARCOAL,UNIDENTIFIED ,No,4430,50,Corrected,4430,50,-30.1,measured,,,,,Fort Hood Database,,CTx
,41CV481,BETA-83526,"Unit #1, Feature #3, Depth 260-270cm",BR CONCENTRATION POSSIBLE HEARTH,CHARCOAL,,No,4430,60,Corrected,4430,60,-26.7,measured,,,,,Fort Hood Database,,CTx
Richard Beene,41BX831,GX-21746,"Block U, 156.71-156.61m, (ca 3.43mbs)",,charcoal,,No,4430,55,Corrected,4430,55,NA,,0,,,,,,CTx
Wilson-Leonard,41WM235,CAMS-10196,"IIIb Feature 204, hearth   ",,charcoal,,No,4440,60,Corrected,4440,60,,,,,AMS,98 cm below surface UC Middle Archaic   ,"Kelly Pertulla database, CARD.  Bousman et al 2015",,CTx
Jonas Terrace Site,41ME29,Beta-62340,"Unit 11, Zone K, Stratum 6",Burned Rock Midden,charcoal, ,No,4480,80,Corrected,4480,80,-25.8,measured,4490,80,Radiometric, ,"Johnson, LeRoy; 1995; Past Cultures and Climates at the Jonas Terrace Site, 41ME29 of Medina County, Texas; Office of the State Archaeologist, Report 40; Texas Department of Transportation and Texas Historical Commision","LeRoy, 1995.pdf",CTx
the Woodrow Heard Site,41UV88,CAMS-14502,"Area C, S80/W8, Level 14", ,Charcoal,Indeterminate wood,No,4480,60,Corrected,4480,60,-25.4,Measured,4470,60,AMS, ,"Decker, Susan, Black, Stephen L., Gustavson, Thomas, 2000, The Woodrow Heard Site, 41UV88 A Holocene Terrace Site in the Western Balcones Canyonlands of Southwestern Texas, Studies in Archeology 33, Texas Archeological Research Laboratory, The University",Decker 2000,CTx
,41CV1027,BETA-64235,"Unit #1, Feature #1, Depth 40-50cm",BRMO,CHARCOAL,,No,4490,60,Corrected,4490,60,-24.3,measured,4480,60,AMS,,Fort Hood Database,,CTx
,41CV1235,BETA-102135,"Unit #1, Feature #7, Depth 110-125cm",HEARTH,CHARCOAL,,No,4490,50,Corrected,4490,50,-23.7,measured,,,AMS,,Fort Hood Database,,CTx
,41HY165,UCIAMS-84280,"Unit 3, Level 14, Quad NE, Depth 95-100 cm",,hardwood,,No,4490,20,Corrected,4490,20,,,,,AMS,Field number 165-164-5,"Garber, J. Carol Leezer 2013. Prehistoric life along the banks of spring lake: Results and analysis of the Southwest Texas State Field schools (1996-1998) at 41 HY165, San Marcos, Hays County, Texas. Archaeological Studies report No 13",Garber 2013,CTx
Siren Site,41WM1126,Beta-215925,BHT E,,N/A,,No,4510,50,Corrected,4510,50,-7.6,measured,4220,50,AMS,,"Carpenter and Houk, 2012; ""Siren Site Chronology: A Reconsideration of the Late Archaic to Late Prehistoric Temporal Sequence of Eastern Central Texas."" Bulletin of the Texas Archeological Society, Vol. 83/2012.",Carpenter 2012.pdf ,CTx
Richard Beene,41BX831,AA-20402,"Block U, 156.41m, (3.59mbs)",,charcoal,,No,4510,110,Corrected,4510,110,NA,,0,,,,,,CTx
Spring Lake site,41HY160,UCIAMS-87175,,,,,No,4520,20,Corrected,4520,20,,,,,AMS,,"Lohse, J. Stephen Black, Laly Cholak, 2014. Toward an improved Archaic Radiocarbon Chronology for Central Texas. Bulletin of the Texas Archaeological Society 85",Lohse 2014a,CTx
the Woodrow Heard Site,41UV88,CAMS-9060,"Area C, S74/W2, Level 9", ,Charcoal,Live oak wood type,No,4520,50,Corrected,4520,50,-25,estimated,0,0,AMS,Delta 13C is assumed. Raw age not given.,"Decker, Susan, Black, Stephen L., Gustavson, Thomas, 2000, The Woodrow Heard Site, 41UV88 A Holocene Terrace Site in the Western Balcones Canyonlands of Southwestern Texas, Studies in Archeology 33, Texas Archeological Research Laboratory, The University",Decker 2000,CTx
,41BX256,D-AMS 009146,Fea 1,,assume C3,,No,4529,24,Corrected,4529,24,-23.4,,4552,,,,,,CTx
,41CV1430,BETA-119150,"Unit #2, Depth 90-100cm",,CHARCOAL,,No,4550,60,Corrected,4550,60,-24.5,measured,,,AMS,,Fort Hood Database,,CTx
Slippery Slope ,41MS69,Beta-370492,"Feature 2, Unit 5, 170-174 cmbs",Oven,Ashy Sediment,,No,4550,40,Corrected,4550,40,-23.9,measured,4530,40,AMS,Geoarcheological testing. No raw age given.,"Quigg, J. Michael, et al., 2015. Eligibility Assessment of the Slippery Slope Site (41MS69) in TxDOT Right-of-Way in Mason County, Texas. TRC Enviromental Corporation, TRC Technical Report Nos. 43252 (106895) and 211462. ",Quigg 2015-2.pdf,CTx
Richard Beene,41BX831,Beta-38700,"Lower Block A, ca157.4m (2.6mbs)",,charcoal,,No,4570,70,Corrected,4570,70,-26.3,,0,,,,,,CTx
,41CV413,BETA-163125,"Unit #25, Feature #15, Depth 99.09cm",BR CONCENTRATION,CHARCOAL,OAK,No,4580,40,Corrected,4580,40,-26.7,measured,,,,,Fort Hood Database,,CTx
"Charles, Steve, and Lenny go boatinig",41BX2114,D-AMS 013246,River trip,,charred material,,No,4588,27,Corrected,4588,27,-21.9,,4613,,,,,,CTx
,41CV1235,BETA-102131,"Unit #3, Feature #3, Depth 171cm",BR CONCENTRATION,CHARCOAL,,No,4600,50,Corrected,4600,50,-29,measured,,,AMS,,Fort Hood Database,,CTx
Bering Sinkhole,41KR241,D-AMS 030207,"Zone II, Unit B, Level -8, Analytical Level II-31, Lot 154",,Bone Collagen,Homo sp,Yes,4612,29,Corrected,4612,29,,,,,AMS,,Mauldin database,,CTx
Bering Sinkhole,41KR241,D-AMS 031562,"Zone II, Unit J, Level 31, Lot 348",,Bone Collagen,Homo sp,Yes,4613,36,Corrected,4613,36,,,,,AMS,,Mauldin database,,CTx
Spring Lake site,41HY160,UCIAMS-87171,,,,,,4615,20,Corrected,4615,20,,,,,AMS,,"Lohse, J. Stephen Black, Laly Cholak, 2014. Toward an improved Archaic Radiocarbon Chronology for Central Texas. Bulletin of the Texas Archaeological Society 85",Lohse 2014a,CTx
Olmos,41BX1,TX-3799,"Zone 2, Area B",,charcoal,,No,4620,70,Corrected,4620,70,,,4110,,,,,,CTx
Culebra Creek,41BX126,NSRL-3698,"Unit 12, Level 3, Feature 7",,wood charcoal,,No,4630,40,Corrected,4630,40,-25.7,,4630,,,,,,CTx
Bering Sinkhole,41KR241,D-AMS 031149,"Zone III, Unit J, Level 10, Analytical level III-32, Lot 349",,Bone Collagen,Homo sp,Yes,4639,37,Corrected,4639,37,,,,,AMS,,Mauldin database,,CTx
Wilson-Leonard,41WM235,AA-747,"Unit 1, pit excavated from the Leanne Soil",,Bone,Homo sapiens,Yes,4650,310,Corrected,4650,310,,,,,AMS,,"Kelly Pertulla database, CARD.  Collins et al., 1993; Stafford et al., 1987: 35",,CTx
Wilson-Leonard,41WM235,M-747,"Unit I, Burial 2, 94.21 m",,Bone,Homo sapiens apatite CO2,Yes,4650,310,Raw,,,,,4650,310,Radiometric,,"Kelly Pertulla database, CARD.  Stafford et al. 1987; Stafford 1998; Perttula 2004",,CTx
